课次,单元,日语词条,读音,词性,中文翻译
第7課,ユニット3,流れ,ながれ③,名,流程；情节；流水；系统
第7課,ユニット3,展開,てんかい⓪,名・自他Ⅲ,展开；展现
第7課,ユニット3,小さな,ちいさな①,連体,小（的）
第7課,ユニット3,爽快感,そうかいかん③,名,爽快感
第7課,ユニット3,爽快,そうかい⓪,形Ⅱ,爽快；清爽
第7課,ユニット3,-感,-かん,接尾,感；感觉
第7課,ユニット3,呼び起こす,よびおこす④,他Ⅰ,叫醒；唤起
第7課,ユニット3,図鑑,ずかん⓪,名,图鉴
第7課,ユニット3,前半,ぜんはん⓪,名,前半；上一半
第7課,ユニット3,牛,うし⓪,名,牛
第7課,ユニット3,鷹,たか①,名,鹰
第7課,ユニット3,象,ぞう①,名,象；大象
第7課,ユニット3,生息,せいそく①,名・自Ⅲ,生存；栖息
第7課,ユニット3,麒麟,きりん①,名,（中国古代神话中的形象）麒麟；日语中指长颈鹿
第7課,ユニット3,龍,りゅう①,名,（中国古代神话中的形象）龙
第7課,ユニット3,空想,くうそう①,名・他Ⅲ,空想；想象；幻想
第7課,ユニット3,-上,-じょう,接尾,在~方面
第7課,ユニット3,獅子,しし①,名,狮子
第7課,ユニット3,青龍,せいりゅう①,名,青龙（中国古代神话中的形象）
第7課,ユニット3,人物,じんぶつ①,名,人物
第7課,ユニット3,老尼,ろうに①,名,老尼姑
第7課,ユニット3,僧,そう①,名,僧
第7課,ユニット3,首引き,くびひき①,名,日本狂言曲名
第7課,ユニット3,弱い,よわい②,形Ⅰ,弱的
第7課,ユニット3,優勢,ゆうせい①,名,优势
第7課,ユニット3,尼,あま①,名,尼姑；修女
第7課,ユニット3,擬人化,ぎじんか①,名・他Ⅲ,拟人化
第7課,ユニット3,擬人,ぎじん①,名・他Ⅲ,拟人；比作人
第7課,ユニット3,ふんどし,①,名,（相扑选手穿的）兜裆布
第7課,ユニット3,姿,すがた①,名,姿态；样子；装束
第7課,ユニット3,綱,つな②,名,粗绳
第7課,ユニット3,大転倒,おおてんとう・だいてんとう③,名・自他Ⅲ,严重地跌倒；重重跌倒
第7課,ユニット3,最古,さいこ①,名,最早；最古老
第7課,ユニット3,通す,とおす①,他Ⅰ,通过；穿过
第7課,ユニット3,ユーモア,①,名,幽默
第7課,ユニット3,色彩,しきさい①,名,色彩；倾向
第7課,ユニット3,掴む,つかむ②,他Ⅰ,抓住；得到
第7課,ユニット3,不思議,ふしぎ①,形Ⅱ,不可思议；奇怪
第7課,ユニット3,魅力,みりょく①,名,吸引力；魅力
第7課,ユニット3,キャラクター,②①,名,性格；形象；特质；人设
第7課,ユニット3,価値観,かちかん②③,名,价值观
第7課,ユニット3,価値,かち①,名,价值
第7課,ユニット3,-観,-かん,接尾,观；观点
第7課,ユニット3,結び付ける,むすびつける⑤,他Ⅱ,结合；联系；拴上
第8課,ユニット1,面接,めんせつ①,名・自Ⅲ,面试
第8課,ユニット1,制度,せいど①,名,制度
第8課,ユニット1,面接官,めんせつかん④,名,面试的考官
第8課,ユニット1,-官,-かん,接尾,~官；~者
第8課,ユニット1,応募,おうぼ①,名・自Ⅲ,应募；应聘；报名
第8課,ユニット1,同一,どう-,接頭,该；相同～；同一～
第8課,ユニット1,協定校,きょうていこう③,名,协议友好学校；姊妹校
第8課,ユニット1,協定,きょうてい①,名・他Ⅲ,协定；商定；拟定协议
第8課,ユニット1,知人,ちじん①,名,熟人；认识的人
第8課,ユニット1,ふうん,①,感,表示轻微的同意或佩服之意
第8課,ユニット1,なるほど,①,副・感,的确如此；果然没错；确实
第8課,ユニット1,ディスカッション,③,名・自他Ⅲ,讨论；议论；辩论
第8課,ユニット1,開講,かいこう①,名・他Ⅲ,开设；开课
第8課,ユニット1,視野,しや①,名,视野
第8課,ユニット2,うまくいく,①-①,顺利
第8課,ユニット2,うまい,②,形Ⅰ,顺利；好；高明；高超；可口；好吃
第8課,ユニット2,いく,①,自Ⅰ,进展；实施；进行
第8課,ユニット2,順番,じゅんばん①,名,顺序
第8課,ユニット2,すっかり,③,副,完全；全部
第8課,ユニット2,あがる,①,自Ⅰ,紧张；发慌
第8課,ユニット2,緊張,きんちょう①,名・自Ⅲ,紧张
第8課,ユニット2,-がた【-方】,接尾,（表示复数的尊敬说法）～各位；～们
第8課,ユニット3,掲示板,けいじばん①,名,公告栏；告示牌
第8課,ユニット3,掲示,けいじ①,名・他Ⅲ,公告；告示
第8課,ユニット3,正しい,ただしい③,形Ⅰ,正确（的）；对（的）
第8課,ユニット3,議論,ぎろん①,名・自Ⅲ,议论；争辩
第8課,ユニット3,ゼミ,①,名,（德语Seminar的省略说法）讨论班；研究小组；讨论课
第8課,ユニット3,担当,たんとう①,名・他Ⅲ,担任；担当；承担；负责
第8課,ユニット3,年々,ねんねん①,名,每年；逐年
第8課,ユニット3,マニュアル,①①,名,手册；指南；使用说明书
第9課,ユニット1,一時,いちじ②,名,短时间；暂时；临时
第9課,ユニット1,会釈,えしゃく①,名・自Ⅲ,点头致意；打招呼
第9課,ユニット1,ところ,③,名,~的时候
第9課,ユニット1,おめでとうございます,恭喜；祝贺
第9課,ユニット1,受験,じゅけん①,名・自Ⅲ,报考；参加（入学）考试
第9課,ユニット1,けれど,①,接,可是；不过
第9課,ユニット1,航空券,こうくうけん③,名,飞机票
第9課,ユニット1,航空,こうくう①,名,航空
第9課,ユニット1,-券,-けん,接尾,券；票
第9課,ユニット1,キャンセル,①,名・他Ⅲ,取消（预约、活动等）
第9課,ユニット1,やっと,①,副,终于；好不容易
第9課,ユニット1,毎年,まいとし①,名,每年
第9課,ユニット1,時期,じき①,名,时期
第9課,ユニット1,娘,むすめ③,名,女儿；年轻姑娘
第9課,ユニット1,いってらっしゃい,⑦⑥,（对外出的人讲的寒暄语）“平安（早点）回来”
第9課,ユニット1,笑う,わらう①,自他Ⅰ,笑；嘲笑
第9課,ユニット2,無事,ぶじ①,名・形Ⅱ,平安；顺利；太平无事
第9課,ユニット2,挙げる,あげる①,他Ⅱ,拾；举；举行
第9課,ユニット2,花嫁姿,はなよめすがた⑤,名,新娘妆扮
第9課,ユニット2,花嫁,はなよめ②,名,新娘
第9課,ユニット2,拭く,ふく②,他Ⅰ,擦拭；擦；抹
第9課,ユニット2,お祝い,おいわい①,名,（「祝い」的尊敬说法）祝贺；庆祝；贺礼
第9課,ユニット2,-とも【-共】,接尾,一起；全都
第9課,ユニット2,親孝行,おやこうこう③,名・自Ⅲ,孝顺父母
第9課,ユニット2,半年,はんとし①,名,半年
第9課,ユニット2,ばかり,取立て助,全；全是；净是；大约
第9課,ユニット3,Uターン,①-①,名・自Ⅲ,返回故乡；掉头
第9課,ユニット3,就職,しゅうしょく①,名・自Ⅲ,就业
第9課,ユニット3,-課,-か,接尾,~科；~处
第9課,ユニット3,山岡,やまおか①,固名,（姓氏）山冈
第9課,ユニット3,-割り,-わり,接尾,~成儿（十分之一；百分之十）
第9課,ユニット3,エントリー,①,名・自Ⅲ,递交（比赛）申请；投简历
第9課,ユニット3,戦線,せんせん①,名,战线
第9課,ユニット3,数年,すうねん①,名,数年；几年
第9課,ユニット3,首都圏,しゅとけん②,名,首都圈（包括东京都及其周边的七个县）
第9課,ユニット3,-圏,-けん,接尾,~圈；~范围
第9課,ユニット3,いわゆる,②③,連体,所谓
第9課,ユニット3,メリット,①,名,好处；长处；优点
第9課,ユニット3,前者,ぜんしゃ①,名,前者
第9課,ユニット3,後者,こうしゃ①,名,后者
第9課,ユニット3,のんびり,③,副・自Ⅲ,悠闲；舒适
第9課,ユニット3,都会,とかい①,名,都市；城市
第9課,ユニット3,上京,じょうきょう①,名・自Ⅲ,去京城；去首都；进京
第9課,ユニット3,新鮮,しんせん①,形Ⅱ,新鲜
第9課,ユニット3,かえって,①,副,反而
第9課,ユニット3,ゆったり,③,副・自Ⅲ,安闲；闲适
第9課,ユニット3,量,りょう①,名,量；数量
第9課,ユニット3,入手,にゅうしゅ①①,名・他Ⅲ,到手；获得
第9課,ユニット3,活性化,かつせいか①,名・他Ⅲ,激活；搞活；复兴；发展
第9課,ユニット3,就活,しゅうかつ①,名,（「就職活動」的省略说法）找工作；求职
第9課,ユニット3,インターンシップ,⑥,名,实习
第9課,ユニット3,オータム,①,名,秋天
第9課,ユニット3,ウインター,①,名,冬天
第9課,ユニット3,業界,ぎょうかい①,名,业界；行业
第9課,ユニット3,職種,しょくしゅ①①,名,职业（务）的种类
第9課,ユニット3,内定,ないてい①,名・自Ⅲ,内定
第9課,ユニット3,ES,イーエス③,名,（エントリーシート的省略说法）应聘表
第9課,ユニット3,筆記試験,ひっきしけん④,名,笔试
第9課,ユニット3,筆記,ひっき①,名・他Ⅲ,书写记录；用笔记录下来
第9課,ユニット3,内々定,ないないてい③,名・自他Ⅲ,（公司）在正式公布录用前录取（员工）
第9課,ユニット3,内々,ないない①,名・形Ⅱ・副,内部；私下；暗地
第9課,ユニット3,採用,さいよう①,名・他Ⅲ,录用；采用
第9課,ユニット3,選考,せんこう①,名・他Ⅲ,选拔；选拔考察
第9課,ユニット3,日程,にってい①,名,日程；计划；进度
第9課,ユニット3,募集,ぼしゅう①,名・他Ⅲ,募集；征募；招收
第9課,ユニット3,要項,ようこう①,名,要点；重要事项
第10課,ユニット1,うん,①,感,表示肯定、答应等。（「はい」的口语化形式）
第10課,ユニット1,しばらく【暫く】,②,名・副,暂时
第10課,ユニット1,バイト,①,名,（アルバイト的省略说法）打工；勤工助学
第10課,ユニット1,同窓会,どうそうかい③①,名,同窗会；同学会
第10課,ユニット1,同窓,どうそう①,名,同窗；同学
第10課,ユニット1,直前,ちょくぜん①,名,（就在）～之前；快要～的时候
第10課,ユニット1,お願い,おねがい①,名・他Ⅲ,拜托；请求（礼貌说法）
第10課,ユニット1,願い,ねがい②,名,愿望；请求
第10課,ユニット1,進む,すすむ①,自Ⅰ,前进；推进；进展
第10課,ユニット1,スランプ,②,名,消沉；萎靡
第10課,ユニット1,合格,ごうかく①,名・自Ⅲ,合格；及格
第10課,ユニット1,わよ,①,感,～啊；～呀
第10課,ユニット2,なら,取立て助,如果是～；要是～；～的话
第10課,ユニット3,投稿,とうこう①,名・自他Ⅲ,投稿
第10課,ユニット3,なんとか,①,副,想办法；尽量
第10課,ユニット3,ついていく,①-①,自Ⅰ,跟上；跟得上
第10課,ユニット3,返信,へんしん①,名・自Ⅲ,回信
第10課,ユニット3,休学,きゅうがく①,名・自Ⅲ,休学
第10課,ユニット3,思い切って,おもいきって④,副,下决心；毅然决定；豁出去
第10課,ユニット3,見つかる,みつかる①,自Ⅰ,发现；找到
第11課,ユニット1,試す,ためす②,他Ⅰ,试验；尝试
第11課,ユニット1,さえ,①,取立て助,连；甚至
第11課,ユニット1,-代,-だい,接尾,~费用；（世代）辈；年龄、年代的范围
第11課,ユニット2,丸井,まるい①,固名,（姓氏）丸井
第11課,ユニット2,わたくし【私】,①,名,（第一人称代词）我
第11課,ユニット2,人事,じんじ①,名,人事
第11課,ユニット2,いらしてください,②,请您来一趟
第11課,ユニット2,限る,かぎる②,自Ⅰ,限；限制；限于
第11課,ユニット3,重視,じゅうし①,名・他Ⅲ,重视
第11課,ユニット3,単なる,たんなる①,連体,单纯（的）；单；仅
第11課,ユニット3,プラスα,プラスアルファ④,名,附加值；附加分；附加
第11課,ユニット3,加える,くわえる①③,他Ⅱ,加；加上；包含
第11課,ユニット3,プラス志向,プラスしこう④,名,好的志向；正面追求；上进心；乐观心态
第11課,ユニット3,志向,しこう①,名・他Ⅲ,立志；志向；追求
第11課,ユニット3,とらえる,③②,他Ⅱ,理解；体会；捕捉；抓住
第11課,ユニット3,キーワード,③,名,关键词
第11課,ユニット3,実例,じつれい①,名,实例；实际的例子
第11課,ユニット3,説得力,せっとくりょく④,名,说服力
第11課,ユニット3,説得,せっとく①,名・他Ⅲ,说服
第11課,ユニット3,アンテナ,①,名,天线
第11課,ユニット3,張る,はる①,他Ⅰ,伸展；张开
第11課,ユニット3,自ら,みずから①,副,自己；自身；亲自
第11課,ユニット3,働きかける,はたらきかける⑥,他Ⅱ,作用；影响；推动
第11課,ユニット3,姿勢,しせい①,名,姿态；态度
第11課,ユニット3,意欲,いよく①,名,愿望；意愿
第11課,ユニット3,問う,とう①①,他Ⅰ,问
第11課,ユニット3,意識,いしき①,名・他Ⅲ,意识；认识
第11課,ユニット3,一夜漬け,いちやづけ①,名,仓促上阵；临阵磨枪
第11課,ユニット3,身だしなみ,みだしなみ①,名,举止得体；（有）教养；修养
第11課,ユニット3,中身,なかみ②,名,内容
第11課,ユニット3,外見,がいけん①,名,外表
第11課,ユニット3,不快,ふかい①②,名・形Ⅱ,不（愉）快
第11課,ユニット3,清潔,せいけつ①,名・形Ⅱ,清洁
第11課,ユニット3,間際,まぎわ①,名,就在～之前；临到～的时候
第11課,ユニット3,初志貫徹,しょしかんてつ①-①,名,矢志不渝；不改初衷
第11課,ユニット3,初志,しょし①,名,初衷；最初的意志
第11課,ユニット3,貫徹,かんてつ①,名・他Ⅲ,贯彻
第12課,ユニット1,旅立ち,たびだち①,名,去旅行；启程
第12課,ユニット1,ご存じ,ごぞんじ②,名,（「知る」的尊敬说法）知道
第12課,ユニット1,申し上げる,もうしあげる⑤①,他Ⅱ,（「言う」的自谦说法）说；讲
第12課,ユニット1,これから,①,名,今后；将来
第12課,ユニット1,さよなら,①,（「さようなら」的简略说法）再见
第12課,ユニット2,別れ,わかれ③,名,分别；离别
第12課,ユニット2,歓送会,かんそうかい③,名,欢送会
第12課,ユニット2,角,かど①,名,角；角落；棱角
第12課,ユニット2,ぶつかる,①,自Ⅰ,撞；碰撞
第12課,ユニット2,取り合う,とりあう③,他Ⅰ,相互取得（联系）
第12課,ユニット3,先入観,せんにゅうかん③,名,成见；先入为主
第12課,ユニット3,-観,-かん,接尾,~观
第12課,ユニット3,けれども,①,接,可是；但是
第12課,ユニット3,熱気,ねっき⓪,名,高涨的热情；热烈的气氛
第12課,ユニット3,興奮,こうふん⓪,名・自Ⅲ,兴奋
第12課,ユニット3,いつの間にか,いつのまにか④⓪,副,不知何时；不知不觉
第12課,ユニット3,同士,どうし①,名,伙伴；具有相同关系或性质的人群（事物）
第12課,ユニット3,異なる,ことなる③,自Ⅰ,不同
第12課,ユニット3,貴重,きちょう⓪,形Ⅱ,贵重；珍贵
第12課,ユニット3,恐れる,おそれる③,他Ⅱ,害怕；畏惧
第12課,ユニット3,大いに,おおいに①,副,很；大大地；非常
